X,Y,TOP_RDG,BOTTOM_RDG,VRT_GRAD,TIME,DATE,LINE,MARK
1.000,15.000,38771.046,38757.175,-13.871,17:11:54.20,10/22/24,1,15
1.000,16.000,38752.778,38733.475,-19.303,17:11:47.20,10/22/24,1,16
1.000,17.000,38736.151,38715.244,-20.907,17:11:40.50,10/22/24,1,17
1.000,18.000,38714.673,38684.043,-30.630,17:11:34.40,10/22/24,1,18
1.000,19.000,38698.454,38671.700,-26.754,17:11:26.90,10/22/24,1,19
1.000,20.000,38684.267,38672.326,-11.941,17:11:19.40,10/22/24,1,20
1.000,21.000,38665.714,38647.091,-18.623,17:11:11.40,10/22/24,1,21
1.000,22.000,38643.907,38623.524,-20.383,17:11:04.20,10/22/24,1,22
1.000,23.000,38612.844,38669.406,56.562,17:10:57.30,10/22/24,1,23
1.000,24.000,38571.185,38532.081,-39.104,17:10:48.90,10/22/24,1,24
1.000,25.000,38524.144,38378.681,-145.463,17:10:41.20,10/22/24,1,25
1.000,26.000,38518.379,38438.926,-79.453,17:10:31.40,10/22/24,1,26
1.000,27.000,38539.401,38513.602,-25.799,17:10:25.00,10/22/24,1,27
1.000,28.000,38564.388,38538.333,-26.055,17:10:16.80,10/22/24,1,28
1.000,29.000,38593.570,38562.108,-31.462,17:10:09.80,10/22/24,1,29
1.000,30.000,38627.847,38563.475,-64.372,17:10:02.50,10/22/24,1,30
1.000,31.000,38667.074,38663.661,-3.413,17:09:54.50,10/22/24,1,31
1.000,32.000,38707.246,38800.146,92.900,17:09:45.40,10/22/24,1,32
1.000,33.000,38716.796,38770.886,54.090,17:09:37.40,10/22/24,1,33
1.000,34.000,38703.721,38687.998,-15.723,17:09:26.30,10/22/24,1,34
1.000,35.000,38709.466,38670.826,-38.640,17:09:19.60,10/22/24,1,35
1.000,36.000,38718.247,38680.325,-37.922,17:09:12.00,10/22/24,1,36
1.000,37.000,38715.733,38685.644,-30.089,17:09:05.10,10/22/24,1,37
1.000,38.000,38709.185,38678.675,-30.510,17:08:54.20,10/22/24,1,38
1.000,39.000,38695.612,38685.697,-9.915,17:08:37.80,10/22/24,1,39
1.000,40.000,38690.904,38705.270,14.366,17:08:29.90,10/22/24,1,40
1.000,41.000,38687.424,38659.891,-27.533,17:08:23.10,10/22/24,1,41
1.000,42.000,38682.427,38641.749,-40.678,17:08:16.70,10/22/24,1,42
1.000,43.000,38677.624,38656.206,-21.418,17:08:09.90,10/22/24,1,43
1.000,44.000,38674.256,38625.681,-48.575,17:08:03.00,10/22/24,1,44
1.000,45.000,38684.010,38638.890,-45.120,17:07:54.70,10/22/24,1,45
1.000,46.000,38715.672,38651.633,-64.039,17:07:47.60,10/22/24,1,46
1.000,47.000,38759.383,38703.557,-55.826,17:07:40.60,10/22/24,1,47
1.000,48.000,38809.753,38871.303,61.550,17:07:31.40,10/22/24,1,48
1.000,49.000,38832.192,38876.239,44.047,17:07:23.20,10/22/24,1,49
1.000,50.000,38831.902,38789.463,-42.439,17:07:16.50,10/22/24,1,50
1.000,51.000,38843.181,38820.531,-22.650,17:07:05.60,10/22/24,1,51
1.000,52.000,38854.184,38830.732,-23.452,17:06:53.80,10/22/24,1,52
1.000,53.000,38875.044,38879.047,4.003,17:01:55.10,10/22/24,1,53
1.000,54.000,38902.563,38905.682,3.119,17:01:47.50,10/22/24,1,54
1.000,55.000,38928.684,38980.766,52.082,17:01:35.10,10/22/24,1,55
1.000,56.000,38925.739,38964.233,38.494,17:01:26.10,10/22/24,1,56
1.000,57.000,38902.647,38911.992,9.345,17:01:18.80,10/22/24,1,57
1.000,58.000,38868.996,38869.810,0.814,17:01:11.00,10/22/24,1,58
1.000,59.000,38835.421,38804.205,-31.216,17:01:03.50,10/22/24,1,59
1.000,60.000,38808.724,38774.794,-33.930,17:00:48.70,10/22/24,1,60
0.000,60.000,38813.675,38810.169,-3.506,16:59:43.30,10/22/24,0,60
0.000,59.000,38861.897,38806.886,-55.011,16:59:36.00,10/22/24,0,59
0.000,58.000,38919.467,38975.612,56.145,16:59:27.20,10/22/24,0,58
0.000,57.000,38951.905,39036.850,84.945,16:59:20.20,10/22/24,0,57
0.000,56.000,38963.338,39064.344,101.006,16:59:13.00,10/22/24,0,56
0.000,55.000,38939.864,39011.934,72.070,16:59:05.30,10/22/24,0,55
0.000,54.000,38907.690,38916.765,9.075,16:58:56.00,10/22/24,0,54
0.000,53.000,38882.065,38888.564,6.499,16:58:48.80,10/22/24,0,53
0.000,52.000,38867.386,38858.793,-8.593,16:58:41.20,10/22/24,0,52
0.000,51.000,38856.609,38865.893,9.284,16:58:33.60,10/22/24,0,51
0.000,50.000,38845.658,38854.112,8.454,16:58:25.20,10/22/24,0,50
0.000,49.000,38830.364,38849.334,18.970,16:58:16.80,10/22/24,0,49
0.000,48.000,38794.110,38814.260,20.150,16:58:08.10,10/22/24,0,48
0.000,47.000,38753.587,38727.073,-26.514,16:57:57.00,10/22/24,0,47
0.000,46.000,38715.373,38683.510,-31.863,16:57:49.00,10/22/24,0,46
0.000,45.000,38691.559,38647.308,-44.251,16:57:41.80,10/22/24,0,45
0.000,44.000,38680.713,38601.167,-79.546,16:57:34.50,10/22/24,0,44
0.000,43.000,38688.231,38642.765,-45.466,16:57:25.20,10/22/24,0,43
0.000,42.000,38699.610,38697.111,-2.499,16:57:17.40,10/22/24,0,42
0.000,41.000,38701.849,38697.728,-4.121,16:57:09.80,10/22/24,0,41
0.000,40.000,38689.136,38642.599,-46.537,16:57:01.80,10/22/24,0,40
0.000,39.000,38682.719,38624.340,-58.379,16:56:53.90,10/22/24,0,39
0.000,38.000,38692.891,38646.498,-46.393,16:56:45.30,10/22/24,0,38
0.000,37.000,38718.213,38725.926,7.713,16:56:37.20,10/22/24,0,37
0.000,36.000,38738.482,38850.112,111.630,16:56:29.40,10/22/24,0,36
0.000,35.000,38733.551,38755.859,22.308,16:56:22.70,10/22/24,0,35
0.000,34.000,38723.491,38632.766,-90.725,16:56:14.80,10/22/24,0,34
0.000,33.000,38720.236,38721.707,1.471,16:56:07.50,10/22/24,0,33
0.000,32.000,38708.430,38743.437,35.007,16:55:52.90,10/22/24,0,32
0.000,31.000,38684.816,38728.818,44.002,16:55:38.00,10/22/24,0,31
0.000,30.000,38646.531,38647.399,0.868,16:55:29.70,10/22/24,0,30
0.000,29.000,38605.445,38555.159,-50.286,16:55:22.80,10/22/24,0,29
0.000,28.000,38569.951,38509.276,-60.675,16:55:15.50,10/22/24,0,28
0.000,27.000,38549.705,38493.596,-56.109,16:55:08.30,10/22/24,0,27
0.000,26.000,38530.336,38439.024,-91.312,16:54:59.60,10/22/24,0,26
0.000,25.000,38542.024,38454.596,-87.428,16:54:49.90,10/22/24,0,25
0.000,24.000,38579.648,38555.364,-24.284,16:54:42.00,10/22/24,0,24
0.000,23.000,38623.270,38598.695,-24.575,16:54:33.60,10/22/24,0,23
0.000,22.000,38660.076,38650.089,-9.987,16:54:24.50,10/22/24,0,22
0.000,21.000,38684.132,38693.916,9.784,16:54:15.10,10/22/24,0,21
0.000,20.000,38697.566,38643.822,-53.744,16:54:06.70,10/22/24,0,20
0.000,19.000,38720.295,38707.705,-12.590,16:53:59.60,10/22/24,0,19
0.000,18.000,38752.929,38779.893,26.964,16:53:49.90,10/22/24,0,18
0.000,17.000,38780.088,38763.892,-16.196,16:53:38.60,10/22/24,0,17
0.000,16.000,38798.658,38794.098,-4.560,16:53:27.10,10/22/24,0,16
0.000,15.000,38829.911,38847.474,17.563,16:52:06.10,10/22/24,0,15
0.000,14.000,38848.376,38852.656,4.280,16:51:48.20,10/22/24,0,14
0.000,13.000,38849.271,38872.405,23.134,16:51:34.90,10/22/24,0,13
0.000,12.000,38835.832,38872.817,36.985,16:51:20.30,10/22/24,0,12
0.000,11.000,38808.530,38880.548,72.018,16:51:06.70,10/22/24,0,11
0.000,10.000,38751.361,38805.130,53.769,16:50:51.80,10/22/24,0,10
0.000,9.000,38663.586,38616.701,-46.885,16:50:40.80,10/22/24,0,9
0.000,8.000,38590.136,38523.846,-66.290,16:50:33.20,10/22/24,0,8
0.000,7.000,38546.792,38430.071,-116.721,16:50:25.50,10/22/24,0,7
0.000,6.000,38522.060,38474.305,-47.755,16:50:18.80,10/22/24,0,6
0.000,5.000,38504.921,38415.921,-89.000,16:50:10.60,10/22/24,0,5
0.000,4.000,38501.816,38377.125,-124.691,16:49:58.80,10/22/24,0,4
0.000,3.000,38515.641,38423.230,-92.411,16:49:39.50,10/22/24,0,3
0.000,2.000,38541.806,38428.494,-113.312,16:49:04.10,10/22/24,0,2
0.000,1.000,38569.179,38526.031,-43.148,16:48:38.70,10/22/24,0,1
0.000,0.000,26890.927,26911.107,20.180,16:48:21.40,10/22/24,0,0
